campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter
12503,31,admin.,divorced,secondary,no,824,yes,no,unknown,2,jul,32,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.53,No previous contact,0,Housing loan only,1,0,7,Q3
12504,35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,3,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.65,No previous contact,0,Personal loan only,1,0,7,Q3
12505,48,technician,married,secondary,no,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.73,No previous contact,0,Housing + personal loans,2,0,7,Q3
12506,30,services,single,secondary,yes,0,no,yes,unknown,2,jul,95,3,-1,0,unknown,no,0,1,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.58,No previous contact,0,Personal loan only,1,0,7,Q3
12507,45,technician,single,secondary,no,52,no,yes,unknown,2,jul,79,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.32,No previous contact,0,Personal loan only,1,0,7,Q3
12508,45,self-employed,married,primary,no,-584,yes,yes,unknown,2,jul,306,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,Negative,1,1,2-3 contacts,2,5.1,No previous contact,0,Housing + personal loans,2,0,7,Q3
12509,50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,1 contact,1,1.18,No previous contact,0,Personal loan only,1,0,7,Q3
12510,35,retired,single,secondary,no,527,no,yes,unknown,2,jul,348,3,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,5.8,No previous contact,0,Personal loan only,1,0,7,Q3
12511,41,services,married,secondary,no,0,yes,no,unknown,2,jul,203,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.38,No previous contact,0,Housing loan only,1,0,7,Q3
12512,37,services,single,primary,no,0,no,yes,unknown,2,jul,372,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,6.2,No previous contact,0,Personal loan only,1,0,7,Q3
12513,38,admin.,married,secondary,no,70,no,yes,unknown,2,jul,199,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.32,No previous contact,0,Personal loan only,1,0,7,Q3
12514,50,management,married,tertiary,no,830,no,no,unknown,2,jul,60,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,1.0,No previous contact,0,No loans,0,0,7,Q3
12515,35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,2.23,No previous contact,0,No loans,0,0,7,Q3
12516,44,technician,married,secondary,no,1,no,yes,unknown,2,jul,108,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.8,No previous contact,0,Personal loan only,1,0,7,Q3
12517,34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,3.22,No previous contact,0,Personal loan only,1,0,7,Q3
12518,32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,no,0,0,0,1,0,,30-39,2,Negative,1,1,2-3 contacts,2,15.95,No previous contact,0,Personal loan only,1,0,7,Q3
12519,41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,2,jul,83,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,Negative,1,1,2-3 contacts,2,1.38,No previous contact,0,Personal loan only,1,0,7,Q3
12520,33,technician,single,tertiary,no,288,yes,yes,unknown,3,jul,343,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,5.72,No previous contact,0,Housing + personal loans,2,0,7,Q3
12521,45,technician,divorced,unknown,yes,-25,no,yes,unknown,3,jul,158,3,-1,0,unknown,no,0,1,0,1,0,,40-49,3,Negative,1,1,2-3 contacts,2,2.63,No previous contact,0,Personal loan only,1,0,7,Q3
12522,27,admin.,single,secondary,no,585,no,no,unknown,3,jul,269,3,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,4.48,No previous contact,0,No loans,0,0,7,Q3
12523,37,technician,single,secondary,no,29,no,no,unknown,3,jul,269,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.48,No previous contact,0,No loans,0,0,7,Q3
12524,37,blue-collar,married,secondary,no,606,yes,yes,unknown,3,jul,375,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,6.25,No previous contact,0,Housing + personal loans,2,0,7,Q3
12525,54,services,married,secondary,no,-165,no,yes,unknown,3,jul,202,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,1 contact,1,3.37,No previous contact,0,Personal loan only,1,0,7,Q3
12526,26,services,married,secondary,no,549,no,no,unknown,3,jul,149,1,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,2.48,No previous contact,0,No loans,0,0,7,Q3
12527,45,blue-collar,divorced,secondary,no,-705,no,yes,unknown,3,jul,111,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,Negative,1,1,1 contact,1,1.85,No previous contact,0,Personal loan only,1,0,7,Q3
12528,54,unemployed,married,tertiary,no,0,no,yes,unknown,3,jul,188,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.13,No previous contact,0,Personal loan only,1,0,7,Q3
12529,58,retired,married,secondary,no,166,no,yes,unknown,3,jul,211,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.52,No previous contact,0,Personal loan only,1,0,7,Q3
12530,50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,0.4,No previous contact,0,No loans,0,0,7,Q3
12531,51,blue-collar,married,secondary,no,0,no,yes,unknown,3,jul,109,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.82,No previous contact,0,Personal loan only,1,0,7,Q3
12532,27,admin.,divorced,secondary,no,2,no,yes,unknown,3,jul,472,1,-1,0,unknown,no,0,0,0,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,7.87,No previous contact,0,Personal loan only,1,0,7,Q3
12533,32,management,married,tertiary,no,92,no,no,unknown,3,jul,116,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.93,No previous contact,0,No loans,0,0,7,Q3
12534,29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,452,1,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,7.53,No previous contact,0,No loans,0,0,7,Q3
12535,29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,yes,1,0,0,1,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,9.78,No previous contact,0,Personal loan only,1,0,7,Q3
12536,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,4.48,No previous contact,0,Personal loan only,1,0,7,Q3
12537,39,services,single,secondary,no,3,no,yes,unknown,3,jul,206,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.43,No previous contact,0,Personal loan only,1,0,7,Q3
12538,55,retired,married,secondary,no,85,no,no,unknown,3,jul,228,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.8,No previous contact,0,No loans,0,0,7,Q3
12539,33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,4.45,No previous contact,0,Personal loan only,1,0,7,Q3
12540,48,blue-collar,married,primary,no,474,yes,yes,unknown,3,jul,414,1,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,6.9,No previous contact,0,Housing + personal loans,2,0,7,Q3
12541,49,blue-collar,married,primary,no,126,no,no,unknown,3,jul,60,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,1.0,No previous contact,0,No loans,0,0,7,Q3
12542,35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,jul,85,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,1 contact,1,1.42,No previous contact,0,Housing + personal loans,2,0,7,Q3
12543,57,retired,married,secondary,no,91,no,yes,unknown,3,jul,256,3,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,4.27,No previous contact,0,Personal loan only,1,0,7,Q3
12544,53,services,divorced,secondary,yes,0,no,yes,unknown,3,jul,172,10,-1,0,unknown,no,0,1,0,1,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,2.87,No previous contact,0,Personal loan only,1,0,7,Q3
12545,58,unemployed,married,secondary,no,0,no,no,unknown,3,jul,84,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.4,No previous contact,0,No loans,0,0,7,Q3
12546,34,technician,married,secondary,no,46,yes,yes,unknown,3,jul,412,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,6.87,No previous contact,0,Housing + personal loans,2,0,7,Q3
12547,52,housemaid,married,tertiary,no,51,no,no,unknown,3,jul,88,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.47,No previous contact,0,No loans,0,0,7,Q3
12548,56,admin.,married,secondary,no,20,no,no,unknown,3,jul,130,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.17,No previous contact,0,No loans,0,0,7,Q3
12549,34,technician,married,secondary,no,-346,yes,no,unknown,3,jul,115,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,4-5 contacts,3,1.92,No previous contact,0,Housing loan only,1,0,7,Q3
12550,35,services,married,secondary,no,1659,yes,no,unknown,3,jul,197,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,3.28,No previous contact,0,Housing loan only,1,0,7,Q3
12551,30,management,single,tertiary,no,0,no,yes,unknown,3,jul,88,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.47,No previous contact,0,Personal loan only,1,0,7,Q3
12552,48,management,single,tertiary,no,31,no,yes,unknown,3,jul,154,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.57,No previous contact,0,Personal loan only,1,0,7,Q3
12553,50,admin.,married,secondary,no,-221,no,yes,unknown,3,jul,90,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,1 contact,1,1.5,No previous contact,0,Personal loan only,1,0,7,Q3
12554,44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,0.85,No previous contact,0,Housing + personal loans,2,0,7,Q3
12555,38,services,married,secondary,no,304,no,yes,unknown,3,jul,131,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.18,No previous contact,0,Personal loan only,1,0,7,Q3
12556,40,services,divorced,secondary,no,1155,no,yes,unknown,3,jul,251,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,4.18,No previous contact,0,Personal loan only,1,0,7,Q3
12557,44,technician,single,tertiary,no,222,yes,yes,unknown,3,jul,89,1,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,1.48,No previous contact,0,Housing + personal loans,2,0,7,Q3
12558,33,services,single,secondary,no,1038,no,yes,unknown,3,jul,108,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,1.8,No previous contact,0,Personal loan only,1,0,7,Q3
12559,29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,1.62,No previous contact,0,No loans,0,0,7,Q3
12560,51,services,married,secondary,no,-800,no,no,unknown,3,jul,203,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,Negative,1,1,1 contact,1,3.38,No previous contact,0,No loans,0,0,7,Q3
12561,57,blue-collar,married,primary,no,47,no,yes,unknown,3,jul,326,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,5.43,No previous contact,0,Personal loan only,1,0,7,Q3
12562,35,technician,divorced,secondary,no,2,no,no,unknown,3,jul,88,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.47,No previous contact,0,No loans,0,0,7,Q3
12563,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no,0,0,0,1,0,,60+,5,"0-1,000",2,0,1 contact,1,0.7,No previous contact,0,Personal loan only,1,0,7,Q3
12564,52,blue-collar,married,secondary,no,184,yes,no,unknown,3,jul,92,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.53,No previous contact,0,Housing loan only,1,0,7,Q3
12565,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown,yes,1,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,11.27,No previous contact,0,Personal loan only,1,0,7,Q3
12566,59,retired,married,unknown,no,140,no,yes,unknown,3,jul,239,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.98,No previous contact,0,Personal loan only,1,0,7,Q3
12567,47,blue-collar,married,primary,no,-187,no,no,unknown,3,jul,652,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,1 contact,1,10.87,No previous contact,0,No loans,0,0,7,Q3
12568,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,Negative,1,1,1 contact,1,2.97,No previous contact,0,No loans,0,0,7,Q3
12569,49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,2.03,No previous contact,0,Personal loan only,1,0,7,Q3
12570,60,blue-collar,married,primary,no,241,no,yes,unknown,3,jul,100,3,-1,0,unknown,no,0,0,0,1,0,,60+,5,"0-1,000",2,0,2-3 contacts,2,1.67,No previous contact,0,Personal loan only,1,0,7,Q3
12571,51,blue-collar,single,primary,no,60,no,no,unknown,3,jul,93,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.55,No previous contact,0,No loans,0,0,7,Q3
12572,47,technician,married,secondary,no,-149,no,yes,unknown,3,jul,504,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,Negative,1,1,1 contact,1,8.4,No previous contact,0,Personal loan only,1,0,7,Q3
12573,40,blue-collar,married,secondary,no,-313,yes,no,unknown,3,jul,251,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,4.18,No previous contact,0,Housing loan only,1,0,7,Q3
12574,31,self-employed,married,secondary,yes,0,no,yes,unknown,3,jul,327,3,-1,0,unknown,no,0,1,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,5.45,No previous contact,0,Personal loan only,1,0,7,Q3
12575,38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,8.58,No previous contact,0,No loans,0,0,7,Q3
12576,54,technician,married,secondary,no,42,no,yes,unknown,3,jul,389,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,6.48,No previous contact,0,Personal loan only,1,0,7,Q3
12577,45,services,divorced,secondary,no,-179,no,no,unknown,3,jul,155,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,2.58,No previous contact,0,No loans,0,0,7,Q3
12578,47,admin.,married,secondary,no,1156,no,yes,unknown,3,jul,74,5,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,4-5 contacts,3,1.23,No previous contact,0,Personal loan only,1,0,7,Q3
12579,34,blue-collar,married,secondary,no,277,no,yes,unknown,3,jul,225,2,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.75,No previous contact,0,Personal loan only,1,0,7,Q3
12580,54,retired,married,secondary,no,-488,no,yes,unknown,3,jul,172,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,2-3 contacts,2,2.87,No previous contact,0,Personal loan only,1,0,7,Q3
12581,56,entrepreneur,married,secondary,no,938,no,yes,unknown,3,jul,202,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.37,No previous contact,0,Personal loan only,1,0,7,Q3
12582,57,technician,married,secondary,no,253,no,yes,unknown,3,jul,230,3,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.83,No previous contact,0,Personal loan only,1,0,7,Q3
12583,42,admin.,single,secondary,no,506,yes,yes,unknown,3,jul,277,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,4.62,No previous contact,0,Housing + personal loans,2,0,7,Q3
12584,34,blue-collar,married,primary,no,0,no,no,unknown,3,jul,746,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,12.43,No previous contact,0,No loans,0,0,7,Q3
12585,27,admin.,married,secondary,no,-435,no,no,unknown,3,jul,935,2,-1,0,unknown,no,0,0,0,0,0,,18-29,1,Negative,1,1,2-3 contacts,2,15.58,No previous contact,0,No loans,0,0,7,Q3
12586,51,blue-collar,divorced,unknown,no,0,no,yes,unknown,3,jul,167,11,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,2.78,No previous contact,0,Personal loan only,1,0,7,Q3
12587,30,entrepreneur,married,tertiary,no,-130,yes,yes,unknown,3,jul,194,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,2-3 contacts,2,3.23,No previous contact,0,Housing + personal loans,2,0,7,Q3
12588,44,blue-collar,married,secondary,no,978,no,no,unknown,3,jul,385,6,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,6.42,No previous contact,0,No loans,0,0,7,Q3
12589,33,technician,single,secondary,no,0,no,no,unknown,3,jul,1106,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,18.43,No previous contact,0,No loans,0,0,7,Q3
12590,36,technician,married,unknown,no,88,yes,yes,unknown,4,jul,124,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.07,No previous contact,0,Housing + personal loans,2,0,7,Q3
12591,56,management,divorced,tertiary,no,94,no,no,unknown,4,jul,121,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.02,No previous contact,0,No loans,0,0,7,Q3
12592,44,entrepreneur,married,tertiary,no,1080,no,yes,unknown,4,jul,566,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,9.43,No previous contact,0,Personal loan only,1,0,7,Q3
12593,31,technician,single,unknown,no,365,no,no,unknown,4,jul,257,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,4.28,No previous contact,0,No loans,0,0,7,Q3
12594,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,1.85,No previous contact,0,Housing + personal loans,2,0,7,Q3
12595,48,blue-collar,married,secondary,no,-19,no,yes,unknown,4,jul,270,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,Negative,1,1,1 contact,1,4.5,No previous contact,0,Personal loan only,1,0,7,Q3
12596,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.72,No previous contact,0,Housing loan only,1,0,7,Q3
12597,39,blue-collar,married,primary,no,192,no,no,unknown,4,jul,433,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,7.22,No previous contact,0,No loans,0,0,7,Q3
12598,30,services,single,tertiary,no,0,no,no,unknown,4,jul,71,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.18,No previous contact,0,No loans,0,0,7,Q3
12599,30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,8.72,No previous contact,0,Personal loan only,1,0,7,Q3
12600,31,technician,single,secondary,no,223,no,no,unknown,4,jul,49,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,0.82,No previous contact,0,No loans,0,0,7,Q3
12601,49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,3.18,No previous contact,0,No loans,0,0,7,Q3
12602,26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,5.92,No previous contact,0,No loans,0,0,7,Q3
12603,34,technician,married,secondary,no,173,no,no,unknown,4,jul,31,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,0.52,No previous contact,0,No loans,0,0,7,Q3
12604,36,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,0.87,No previous contact,0,Housing loan only,1,0,7,Q3
12605,31,admin.,married,secondary,no,-36,yes,yes,unknown,4,jul,64,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,1 contact,1,1.07,No previous contact,0,Housing + personal loans,2,0,7,Q3
12606,25,management,single,tertiary,no,115,no,yes,unknown,4,jul,60,1,-1,0,unknown,no,0,0,0,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,1.0,No previous contact,0,Personal loan only,1,0,7,Q3
12607,42,management,single,tertiary,no,1156,yes,no,unknown,4,jul,62,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,1.03,No previous contact,0,Housing loan only,1,0,7,Q3
12608,32,services,single,secondary,no,335,yes,yes,unknown,4,jul,99,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.65,No previous contact,0,Housing + personal loans,2,0,7,Q3
12609,32,admin.,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,Negative,1,1,1 contact,1,3.2,No previous contact,0,Personal loan only,1,0,7,Q3
12610,36,technician,married,secondary,no,644,no,no,unknown,4,jul,133,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.22,No previous contact,0,No loans,0,0,7,Q3
12611,46,management,single,tertiary,no,655,no,yes,unknown,4,jul,68,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,1.13,No previous contact,0,Personal loan only,1,0,7,Q3
12612,31,blue-collar,single,secondary,no,-322,no,yes,unknown,4,jul,208,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,Negative,1,1,1 contact,1,3.47,No previous contact,0,Personal loan only,1,0,7,Q3
12613,37,technician,single,tertiary,no,487,no,yes,unknown,4,jul,30,2,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.5,No previous contact,0,Personal loan only,1,0,7,Q3
12614,26,admin.,married,secondary,no,-401,yes,yes,unknown,4,jul,246,1,-1,0,unknown,no,0,0,1,1,0,,18-29,1,Negative,1,1,1 contact,1,4.1,No previous contact,0,Housing + personal loans,2,0,7,Q3
12615,36,management,married,secondary,no,2637,no,no,unknown,4,jul,219,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,3.65,No previous contact,0,No loans,0,0,7,Q3
12616,31,blue-collar,married,secondary,no,33,no,no,unknown,4,jul,165,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.75,No previous contact,0,No loans,0,0,7,Q3
12617,35,admin.,married,secondary,yes,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no,0,1,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.75,No previous contact,0,Personal loan only,1,0,7,Q3
12618,30,blue-collar,married,primary,no,5956,yes,yes,unknown,4,jul,538,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"5,001-10,000",4,0,1 contact,1,8.97,No previous contact,0,Housing + personal loans,2,0,7,Q3
12619,36,management,married,tertiary,no,59,yes,yes,unknown,4,jul,100,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.67,No previous contact,0,Housing + personal loans,2,0,7,Q3
12620,24,admin.,single,secondary,no,-346,yes,no,unknown,4,jul,164,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,Negative,1,1,2-3 contacts,2,2.73,No previous contact,0,Housing loan only,1,0,7,Q3
12621,26,blue-collar,married,secondary,no,115,yes,no,unknown,4,jul,46,3,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,0.77,No previous contact,0,Housing loan only,1,0,7,Q3
12622,27,services,single,secondary,no,243,no,yes,unknown,4,jul,253,1,-1,0,unknown,no,0,0,0,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,4.22,No previous contact,0,Personal loan only,1,0,7,Q3
12623,59,housemaid,married,primary,no,153,no,no,unknown,4,jul,133,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.22,No previous contact,0,No loans,0,0,7,Q3
12624,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown,yes,1,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,9.73,No previous contact,0,No loans,0,0,7,Q3
