campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter,subscription_probability,subscription_probability_pct,priority_target_flag,priority_target_status,propensity_band,propensity_band_order,propensity_decile,propensity_percentile
14300,32,blue-collar,married,secondary,no,-230,yes,no,cellular,14,jul,331,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,5.52,No previous contact,0,Housing loan only,1,1,7,Q3,0.32527749007815643,32.53,0,Below Target Threshold,Medium Propensity,2,6,42.78
14301,31,services,married,secondary,no,6,yes,no,cellular,14,jul,155,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.58,No previous contact,0,Housing loan only,1,1,7,Q3,0.3299960940290967,33.0,0,Below Target Threshold,Medium Propensity,2,6,44.06
14302,41,blue-collar,married,primary,no,1821,no,yes,cellular,14,jul,137,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,2.28,No previous contact,0,Personal loan only,1,1,7,Q3,0.3202034866926463,32.02,0,Below Target Threshold,Medium Propensity,2,6,41.46
14303,51,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,5.55,No previous contact,0,Housing loan only,1,1,7,Q3,0.31291225270289497,31.29,0,Below Target Threshold,Medium Propensity,2,7,39.56
14304,46,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,44,14,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,6+ contacts,4,0.73,No previous contact,0,No loans,0,1,7,Q3,0.39703912468128233,39.7,0,Below Target Threshold,Medium Propensity,2,4,61.95
14305,44,blue-collar,married,secondary,no,476,no,no,cellular,14,jul,173,6,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,2.88,No previous contact,0,No loans,0,1,7,Q3,0.3778503523180455,37.79,0,Below Target Threshold,Medium Propensity,2,5,57.3
14306,30,self-employed,single,secondary,no,635,no,yes,cellular,14,jul,209,2,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.48,No previous contact,0,Personal loan only,1,1,7,Q3,0.43285546146112136,43.29,0,Below Target Threshold,High Propensity,3,4,69.49
14307,53,services,married,secondary,no,-391,no,no,cellular,14,jul,122,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,Negative,1,1,2-3 contacts,2,2.03,No previous contact,0,No loans,0,1,7,Q3,0.34007875419393335,34.01,0,Below Target Threshold,Medium Propensity,2,6,46.91
14308,32,management,married,tertiary,no,184,yes,no,cellular,14,jul,238,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.97,No previous contact,0,Housing loan only,1,1,7,Q3,0.33374180784536595,33.37,0,Below Target Threshold,Medium Propensity,2,6,45.16
14309,39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.4,No previous contact,0,Housing loan only,1,1,7,Q3,0.41574683160679604,41.57,0,Below Target Threshold,Medium Propensity,2,4,66.18
14310,60,retired,married,tertiary,no,0,no,no,telephone,14,jul,363,3,-1,0,unknown,no,0,0,0,0,0,,60+,5,"0-1,000",2,0,2-3 contacts,2,6.05,No previous contact,0,No loans,0,1,7,Q3,0.3468766309614532,34.69,0,Below Target Threshold,Medium Propensity,2,6,48.72
14311,28,services,married,secondary,no,7,yes,yes,cellular,14,jul,226,4,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,4-5 contacts,3,3.77,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.3372664397654368,33.73,0,Below Target Threshold,Medium Propensity,2,6,46.17
14312,55,blue-collar,married,secondary,no,34,yes,yes,cellular,14,jul,97,3,-1,0,unknown,no,0,0,1,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,1.62,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.274496535385608,27.45,0,Below Target Threshold,Low Propensity,1,7,30.77
14313,43,services,married,secondary,no,-416,yes,yes,cellular,14,jul,80,3,-1,0,unknown,no,0,0,1,1,0,,40-49,3,Negative,1,1,2-3 contacts,2,1.33,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.32498467554314486,32.5,0,Below Target Threshold,Medium Propensity,2,6,42.7
14314,46,admin.,single,unknown,no,2273,no,no,cellular,14,jul,187,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,3.12,No previous contact,0,No loans,0,1,7,Q3,0.5768731999921316,57.69,0,Below Target Threshold,High Propensity,3,2,85.66
14315,28,management,single,secondary,no,62,no,no,cellular,14,jul,467,3,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,7.78,No previous contact,0,No loans,0,1,7,Q3,0.47489957995215715,47.49,0,Below Target Threshold,High Propensity,3,3,76.28
14316,48,blue-collar,married,secondary,no,101,no,no,cellular,14,jul,549,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,9.15,No previous contact,0,No loans,0,1,7,Q3,0.39288966257932095,39.29,0,Below Target Threshold,Medium Propensity,2,4,61.02
14317,33,technician,single,secondary,no,390,yes,no,cellular,14,jul,254,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.23,No previous contact,0,Housing loan only,1,1,7,Q3,0.40729625207584064,40.73,0,Below Target Threshold,Medium Propensity,2,4,64.39
14318,32,management,married,tertiary,no,8300,no,yes,cellular,14,jul,460,3,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"5,001-10,000",4,0,2-3 contacts,2,7.67,No previous contact,0,Personal loan only,1,1,7,Q3,0.33431607280211734,33.43,0,Below Target Threshold,Medium Propensity,2,6,45.31
14319,46,management,married,tertiary,no,0,yes,no,cellular,14,jul,247,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,4.12,No previous contact,0,Housing loan only,1,1,7,Q3,0.3160733439156045,31.61,0,Below Target Threshold,Medium Propensity,2,6,40.38
14320,43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,yes,1,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,19.22,No previous contact,0,No loans,0,1,7,Q3,0.37733015683659366,37.73,0,Below Target Threshold,Medium Propensity,2,5,57.18
14321,32,management,married,tertiary,no,210,no,no,cellular,14,jul,121,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.02,No previous contact,0,No loans,0,1,7,Q3,0.46202358580827163,46.2,0,Below Target Threshold,High Propensity,3,3,74.52
14322,46,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,151,2,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.52,No previous contact,0,Personal loan only,1,1,7,Q3,0.3651795644071229,36.52,0,Below Target Threshold,Medium Propensity,2,5,53.82
14323,49,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,281,3,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,4.68,No previous contact,0,Personal loan only,1,1,7,Q3,0.3305742366619059,33.06,0,Below Target Threshold,Medium Propensity,2,6,44.22
14324,27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,-1,0,unknown,no,0,1,0,0,0,,18-29,1,Negative,1,1,4-5 contacts,3,2.2,No previous contact,0,No loans,0,1,7,Q3,0.29859950906005184,29.86,0,Below Target Threshold,Medium Propensity,2,7,36.1
14325,33,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,jul,126,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.1,No previous contact,0,Housing loan only,1,1,7,Q3,0.44329338444360905,44.33,0,Below Target Threshold,High Propensity,3,3,71.45
14326,34,management,single,tertiary,no,344,no,no,cellular,14,jul,56,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.93,No previous contact,0,No loans,0,1,7,Q3,0.5485293187650121,54.85,0,Below Target Threshold,High Propensity,3,2,83.66
14327,35,technician,married,secondary,no,1140,yes,no,cellular,14,jul,69,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,1.15,No previous contact,0,Housing loan only,1,1,7,Q3,0.38374912464539224,38.37,0,Below Target Threshold,Medium Propensity,2,5,58.83
14328,45,blue-collar,single,secondary,no,91,no,yes,cellular,14,jul,55,2,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.92,No previous contact,0,Personal loan only,1,1,7,Q3,0.40296193143350606,40.3,0,Below Target Threshold,Medium Propensity,2,4,63.35
14329,48,retired,married,secondary,no,67,no,no,telephone,14,jul,251,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,4.18,No previous contact,0,No loans,0,1,7,Q3,0.3686811140881136,36.87,0,Below Target Threshold,Medium Propensity,2,5,54.76
14330,48,management,married,tertiary,no,308,yes,no,cellular,14,jul,125,5,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,2.08,No previous contact,0,Housing loan only,1,1,7,Q3,0.3297804324140596,32.98,0,Below Target Threshold,Medium Propensity,2,6,43.99
14331,35,blue-collar,single,primary,no,-230,yes,no,cellular,14,jul,183,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,3.05,No previous contact,0,Housing loan only,1,1,7,Q3,0.39950897944275476,39.95,0,Below Target Threshold,Medium Propensity,2,4,62.55
14332,36,management,married,tertiary,no,0,yes,yes,cellular,14,jul,119,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.98,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.28705581410277536,28.71,0,Below Target Threshold,Medium Propensity,2,7,33.54
14333,59,retired,married,secondary,no,2291,no,yes,cellular,14,jul,127,3,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,2.12,No previous contact,0,Personal loan only,1,1,7,Q3,0.29531951815215524,29.53,0,Below Target Threshold,Medium Propensity,2,7,35.37
14334,43,blue-collar,single,tertiary,no,1344,yes,no,cellular,14,jul,74,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,1.23,No previous contact,0,Housing loan only,1,1,7,Q3,0.46169064829652084,46.17,0,Below Target Threshold,High Propensity,3,3,74.48
14335,36,management,married,tertiary,no,327,yes,no,cellular,14,jul,74,6,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.23,No previous contact,0,Housing loan only,1,1,7,Q3,0.3388761515076572,33.89,0,Below Target Threshold,Medium Propensity,2,6,46.59
14336,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,10.57,No previous contact,0,Housing loan only,1,1,7,Q3,0.4071350519125868,40.71,0,Below Target Threshold,Medium Propensity,2,4,64.34
14337,52,technician,married,tertiary,no,1416,yes,no,cellular,14,jul,297,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,4.95,No previous contact,0,Housing loan only,1,1,7,Q3,0.3736438273363081,37.36,0,Below Target Threshold,Medium Propensity,2,5,56.15
14338,60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,unknown,no,0,0,0,1,0,,60+,5,"0-1,000",2,0,2-3 contacts,2,1.88,No previous contact,0,Personal loan only,1,1,7,Q3,0.23757314838166071,23.76,0,Below Target Threshold,Low Propensity,1,8,23.41
14339,32,technician,single,tertiary,no,47,yes,no,cellular,14,jul,213,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.55,No previous contact,0,Housing loan only,1,1,7,Q3,0.44259423705769657,44.26,0,Below Target Threshold,High Propensity,3,3,71.33
14340,44,blue-collar,divorced,secondary,no,272,yes,no,cellular,14,jul,51,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.85,No previous contact,0,Housing loan only,1,1,7,Q3,0.38597033952038134,38.6,0,Below Target Threshold,Medium Propensity,2,5,59.4
14341,36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,2.07,No previous contact,0,Personal loan only,1,1,7,Q3,0.24108633032538318,24.11,0,Below Target Threshold,Low Propensity,1,8,24.05
14342,50,management,married,tertiary,no,1622,yes,yes,cellular,14,jul,58,11,-1,0,unknown,no,0,0,1,1,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,0.97,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.2533921125494894,25.34,0,Below Target Threshold,Low Propensity,1,8,26.43
14343,54,management,married,secondary,no,1987,no,no,cellular,14,jul,219,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,3.65,No previous contact,0,No loans,0,1,7,Q3,0.4876533138593988,48.77,0,Below Target Threshold,High Propensity,3,3,77.91
14344,32,admin.,married,secondary,no,-169,no,no,telephone,14,jul,310,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,5.17,No previous contact,0,No loans,0,1,7,Q3,0.23848432876269532,23.85,0,Below Target Threshold,Low Propensity,1,8,23.57
14345,37,blue-collar,married,secondary,no,223,yes,no,cellular,14,jul,144,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.4,No previous contact,0,Housing loan only,1,1,7,Q3,0.3393274730927586,33.93,0,Below Target Threshold,Medium Propensity,2,6,46.71
14346,37,housemaid,married,primary,no,577,no,no,cellular,14,jul,76,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.27,No previous contact,0,No loans,0,1,7,Q3,0.4464341598937332,44.64,0,Below Target Threshold,High Propensity,3,3,71.93
14347,32,technician,married,secondary,no,396,yes,no,cellular,14,jul,41,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.68,No previous contact,0,Housing loan only,1,1,7,Q3,0.3707411802356776,37.07,0,Below Target Threshold,Medium Propensity,2,5,55.31
14348,32,blue-collar,married,secondary,no,596,yes,no,cellular,14,jul,397,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,6.62,No previous contact,0,Housing loan only,1,1,7,Q3,0.3709281879682809,37.09,0,Below Target Threshold,Medium Propensity,2,5,55.38
14349,28,technician,married,secondary,no,2919,yes,no,cellular,14,jul,101,3,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"1,001-5,000",3,0,2-3 contacts,2,1.68,No previous contact,0,Housing loan only,1,1,7,Q3,0.42248415430786124,42.25,0,Below Target Threshold,High Propensity,3,4,67.53
14350,33,blue-collar,married,secondary,no,0,yes,no,telephone,14,jul,305,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,5.08,No previous contact,0,Housing loan only,1,1,7,Q3,0.2344399955214477,23.44,0,Below Target Threshold,Low Propensity,1,8,22.78
14351,47,admin.,single,secondary,no,-331,yes,no,cellular,14,jul,227,4,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,4-5 contacts,3,3.78,No previous contact,0,Housing loan only,1,1,7,Q3,0.3507104063938648,35.07,0,Below Target Threshold,Medium Propensity,2,6,49.81
14352,50,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,111,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,1.85,No previous contact,0,Housing loan only,1,1,7,Q3,0.3753598814755206,37.54,0,Below Target Threshold,Medium Propensity,2,5,56.63
14353,53,retired,divorced,primary,no,-24,no,yes,cellular,14,jul,319,3,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,2-3 contacts,2,5.32,No previous contact,0,Personal loan only,1,1,7,Q3,0.3400312173037982,34.0,0,Below Target Threshold,Medium Propensity,2,6,46.9
14354,38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,-1,0,unknown,yes,1,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,12.77,No previous contact,0,Housing loan only,1,1,7,Q3,0.3688710280853208,36.89,0,Below Target Threshold,Medium Propensity,2,5,54.8
14355,54,services,married,secondary,no,171,no,yes,cellular,14,jul,673,8,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,11.22,No previous contact,0,Personal loan only,1,1,7,Q3,0.27903933407594017,27.9,0,Below Target Threshold,Low Propensity,1,7,31.81
14356,32,technician,married,tertiary,no,240,yes,yes,cellular,14,jul,86,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.43,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.281239081294675,28.12,0,Below Target Threshold,Low Propensity,1,7,32.3
14357,37,entrepreneur,married,tertiary,no,41,no,no,cellular,14,jul,388,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,6.47,No previous contact,0,No loans,0,1,7,Q3,0.3789702111598384,37.9,0,Below Target Threshold,Medium Propensity,2,5,57.59
14358,32,blue-collar,married,secondary,no,2353,yes,yes,cellular,14,jul,334,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,5.57,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.34648280239339546,34.65,0,Below Target Threshold,Medium Propensity,2,6,48.61
14359,54,admin.,divorced,unknown,no,0,no,no,cellular,14,jul,191,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.18,No previous contact,0,No loans,0,1,7,Q3,0.461826283146048,46.18,0,Below Target Threshold,High Propensity,3,3,74.5
14360,47,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.28,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.2831555177055705,28.32,0,Below Target Threshold,Low Propensity,1,7,32.7
14361,42,services,divorced,unknown,no,-291,yes,no,cellular,14,jul,129,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,2.15,No previous contact,0,Housing loan only,1,1,7,Q3,0.3616569976873177,36.17,0,Below Target Threshold,Medium Propensity,2,5,52.9
14362,49,services,married,secondary,no,280,yes,no,telephone,14,jul,162,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.7,No previous contact,0,Housing loan only,1,1,7,Q3,0.26014870992389005,26.01,0,Below Target Threshold,Low Propensity,1,8,27.77
14363,45,technician,divorced,secondary,no,-14,no,no,cellular,14,jul,292,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,4.87,No previous contact,0,No loans,0,1,7,Q3,0.33339890679663975,33.34,0,Below Target Threshold,Medium Propensity,2,6,45.05
14364,44,blue-collar,married,primary,no,3113,no,no,cellular,14,jul,331,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,5.52,No previous contact,0,No loans,0,1,7,Q3,0.4385144613141839,43.85,0,Below Target Threshold,High Propensity,3,3,70.54
14365,34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,-1,0,unknown,yes,1,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,13.13,No previous contact,0,Housing loan only,1,1,7,Q3,0.3465817550816539,34.66,0,Below Target Threshold,Medium Propensity,2,6,48.64
14366,34,management,married,tertiary,no,-123,yes,no,cellular,14,jul,64,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,1.07,No previous contact,0,Housing loan only,1,1,7,Q3,0.2976628363124255,29.77,0,Below Target Threshold,Medium Propensity,2,7,35.91
14367,49,services,married,primary,no,784,yes,no,cellular,14,jul,171,4,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,2.85,No previous contact,0,Housing loan only,1,1,7,Q3,0.348172266743977,34.82,0,Below Target Threshold,Medium Propensity,2,6,49.11
14368,42,services,married,secondary,no,-369,no,no,cellular,14,jul,72,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,1.2,No previous contact,0,No loans,0,1,7,Q3,0.31468343100842744,31.47,0,Below Target Threshold,Medium Propensity,2,6,40.01
14369,43,housemaid,married,primary,no,1491,no,no,telephone,14,jul,105,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,1.75,No previous contact,0,No loans,0,1,7,Q3,0.4006595433737949,40.07,0,Below Target Threshold,Medium Propensity,2,4,62.8
14370,40,blue-collar,single,primary,no,45,yes,yes,cellular,14,jul,106,4,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,1.77,No previous contact,0,Housing + personal loans,2,1,7,Q3,0.3813496846399633,38.13,0,Below Target Threshold,Medium Propensity,2,5,58.28
14371,41,management,married,tertiary,no,783,yes,no,cellular,14,jul,126,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.1,No previous contact,0,Housing loan only,1,1,7,Q3,0.3594499750604956,35.94,0,Below Target Threshold,Medium Propensity,2,5,52.28
14372,47,management,divorced,tertiary,no,0,no,no,cellular,14,jul,122,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.03,No previous contact,0,No loans,0,1,7,Q3,0.4348402803154507,43.48,0,Below Target Threshold,High Propensity,3,4,69.84
14373,43,blue-collar,divorced,primary,no,-76,yes,no,cellular,14,jul,124,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,2.07,No previous contact,0,Housing loan only,1,1,7,Q3,0.31761223155516266,31.76,0,Below Target Threshold,Medium Propensity,2,6,40.8
14374,35,services,single,secondary,no,417,yes,no,cellular,14,jul,201,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.35,No previous contact,0,Housing loan only,1,1,7,Q3,0.4388490034908641,43.88,0,Below Target Threshold,High Propensity,3,3,70.62
14375,34,blue-collar,married,secondary,no,855,no,yes,cellular,14,jul,616,3,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,10.27,No previous contact,0,Personal loan only,1,1,7,Q3,0.36800161948281573,36.8,0,Below Target Threshold,Medium Propensity,2,5,54.56
14376,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"5,001-10,000",4,0,2-3 contacts,2,1.13,No previous contact,0,Housing loan only,1,1,7,Q3,0.3887625386193805,38.88,0,Below Target Threshold,Medium Propensity,2,4,60.07
14377,52,self-employed,married,secondary,no,248,no,yes,cellular,14,jul,245,3,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,4.08,No previous contact,0,Personal loan only,1,1,7,Q3,0.2970063112734205,29.7,0,Below Target Threshold,Medium Propensity,2,7,35.76
14378,32,management,married,tertiary,no,2,yes,no,cellular,14,jul,79,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.32,No previous contact,0,Housing loan only,1,1,7,Q3,0.3411377756435439,34.11,0,Below Target Threshold,Medium Propensity,2,6,47.21
14379,50,technician,married,secondary,no,85,no,no,cellular,14,jul,130,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.17,No previous contact,0,No loans,0,1,7,Q3,0.3639100589733986,36.39,0,Below Target Threshold,Medium Propensity,2,5,53.52
14380,40,blue-collar,married,secondary,no,1539,yes,no,cellular,14,jul,204,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,3.4,No previous contact,0,Housing loan only,1,1,7,Q3,0.39807560193427766,39.81,0,Below Target Threshold,Medium Propensity,2,4,62.19
14381,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.42,No previous contact,0,Personal loan only,1,1,7,Q3,0.2697912771993059,26.98,0,Below Target Threshold,Low Propensity,1,8,29.72
14382,40,blue-collar,married,unknown,no,0,yes,no,cellular,14,jul,699,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,11.65,No previous contact,0,Housing loan only,1,1,7,Q3,0.3345574082575371,33.46,0,Below Target Threshold,Medium Propensity,2,6,45.38
14383,29,technician,married,unknown,no,627,yes,no,cellular,14,jul,140,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,2.33,No previous contact,0,Housing loan only,1,1,7,Q3,0.36306015113106493,36.31,0,Below Target Threshold,Medium Propensity,2,5,53.27
14384,30,blue-collar,single,secondary,no,0,yes,no,cellular,14,jul,768,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,12.8,No previous contact,0,Housing loan only,1,1,7,Q3,0.4280004613328353,42.8,0,Below Target Threshold,High Propensity,3,4,68.53
14385,50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown,yes,1,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,18.83,No previous contact,0,Personal loan only,1,1,7,Q3,0.3140600736385703,31.41,0,Below Target Threshold,Medium Propensity,2,7,39.86
14386,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,1.33,No previous contact,0,Housing loan only,1,1,7,Q3,0.38012031091460136,38.01,0,Below Target Threshold,Medium Propensity,2,5,57.9
14387,43,technician,single,secondary,no,145,no,no,cellular,14,jul,341,3,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,5.68,No previous contact,0,No loans,0,1,7,Q3,0.49848707110347407,49.85,0,Below Target Threshold,High Propensity,3,3,79.2
