age,balance,campaign,previous,previously_contacted,days_since_previous_contact,negative_balance_flag,previous_campaign_success_flag,active_loan_count,contact_known_flag,job,marital,education,default,housing,loan,contact,month,poutcome,subscription_flag
31,1257,2,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0
26,5296,1,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,telephone,aug,unknown,0
35,0,1,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,0
51,8863,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,nov,unknown,0
37,-143,1,0,0,0.0,1,0,1,1,technician,married,secondary,yes,yes,no,cellular,feb,unknown,0
30,1743,4,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,feb,unknown,0
42,0,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
48,2247,9,0,0,0.0,0,0,1,0,entrepreneur,married,secondary,no,yes,no,unknown,jun,unknown,0
36,61,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,no,yes,cellular,aug,unknown,0
35,0,3,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,jul,unknown,0
34,581,4,0,0,0.0,0,0,1,0,services,single,secondary,no,yes,no,unknown,may,unknown,0
45,-479,2,0,0,0.0,1,0,1,1,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,0
49,86,2,0,0,0.0,0,0,2,1,services,married,secondary,no,yes,yes,cellular,jul,unknown,0
75,4912,2,5,1,183.0,0,0,0,1,retired,married,tertiary,no,no,no,telephone,oct,failure,0
35,4348,3,8,1,217.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,apr,failure,0
46,119,1,0,0,0.0,0,0,1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,0
28,0,1,0,0,0.0,0,0,1,0,self-employed,married,tertiary,no,yes,no,unknown,jul,unknown,0
46,13,4,0,0,0.0,0,0,0,0,admin.,single,secondary,no,no,no,unknown,jun,unknown,0
48,3663,1,0,0,0.0,0,0,1,1,management,married,secondary,no,yes,no,cellular,nov,unknown,0
31,3384,1,2,1,104.0,0,1,0,1,management,single,tertiary,no,no,no,cellular,sep,success,1
41,46,1,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,aug,unknown,0
48,6532,5,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
51,16,1,0,0,0.0,0,0,1,1,admin.,single,tertiary,no,yes,no,cellular,jan,unknown,0
54,6449,1,0,0,0.0,0,0,0,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0
53,3975,2,0,0,0.0,0,0,0,0,retired,married,primary,no,no,no,unknown,jun,unknown,0
48,1600,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,nov,unknown,0
55,606,2,0,0,0.0,0,0,1,1,services,married,tertiary,no,no,yes,cellular,nov,unknown,0
30,0,5,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,aug,unknown,0
32,0,2,0,0,0.0,0,0,2,0,technician,single,secondary,no,yes,yes,unknown,may,unknown,0
30,124,4,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,aug,unknown,0
61,997,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,mar,unknown,1
30,447,2,6,1,189.0,0,0,0,1,blue-collar,single,secondary,yes,no,no,cellular,nov,failure,0
34,358,4,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
35,298,2,2,1,370.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0
36,125,3,0,0,0.0,0,0,1,0,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,0
38,63,1,0,0,0.0,0,0,1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0
40,1613,3,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0
55,1358,1,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,0
38,547,4,0,0,0.0,0,0,1,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,0
49,153,4,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,aug,unknown,0
52,2269,1,0,0,0.0,0,0,0,0,retired,married,tertiary,no,no,no,unknown,jun,unknown,1
52,1426,1,0,0,0.0,0,0,0,1,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,0
38,164,3,0,0,0.0,0,0,1,1,services,single,secondary,no,no,yes,cellular,jul,unknown,0
38,1255,1,4,1,170.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,failure,0
47,1571,1,2,1,369.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,may,failure,0
31,119,1,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,feb,unknown,0
29,18254,2,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,may,unknown,0
45,1040,5,0,0,0.0,0,0,0,1,unemployed,married,secondary,no,no,no,telephone,may,unknown,0
47,2597,1,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
38,245,2,4,1,117.0,0,0,2,1,admin.,single,secondary,no,yes,yes,cellular,aug,failure,0
46,2505,2,0,0,0.0,0,0,0,0,unknown,married,unknown,no,no,no,unknown,jun,unknown,0
28,1026,3,0,0,0.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,may,unknown,0
35,293,1,1,1,325.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,apr,other,1
34,577,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,nov,unknown,0
58,5763,1,0,0,0.0,0,0,0,1,admin.,married,unknown,no,no,no,cellular,nov,unknown,0
35,1287,3,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0
50,859,7,0,0,0.0,0,0,2,1,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,0
33,679,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,1
54,4736,6,5,1,307.0,0,0,1,1,entrepreneur,divorced,unknown,no,yes,no,telephone,apr,failure,1
48,84,5,5,1,364.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,may,failure,0
42,756,3,0,0,0.0,0,0,0,1,admin.,married,unknown,no,no,no,cellular,may,unknown,0
38,7752,4,0,0,0.0,0,0,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,0
26,235,3,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,jul,unknown,0
42,3228,1,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,nov,unknown,0
42,3236,11,0,0,0.0,0,0,0,0,services,married,secondary,no,no,no,unknown,jun,unknown,0
39,1701,1,0,0,0.0,0,0,0,0,unknown,married,secondary,no,no,no,unknown,jun,unknown,0
47,817,4,0,0,0.0,0,0,0,1,unemployed,married,secondary,no,no,no,cellular,apr,unknown,1
27,1359,1,0,0,0.0,0,0,1,1,technician,single,secondary,no,no,yes,telephone,jul,unknown,0
48,260,5,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,aug,unknown,0
38,973,1,0,0,0.0,0,0,0,1,self-employed,single,tertiary,no,no,no,cellular,feb,unknown,0
35,222,5,7,1,177.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,may,failure,0
30,2,4,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
31,0,2,0,0,0.0,0,0,2,0,technician,married,tertiary,no,yes,yes,unknown,may,unknown,0
51,292,9,0,0,0.0,0,0,0,1,management,divorced,secondary,no,no,no,cellular,aug,unknown,0
46,665,2,1,1,207.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,feb,other,0
29,0,6,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0
44,781,5,0,0,0.0,0,0,1,1,management,married,secondary,no,yes,no,cellular,aug,unknown,0
41,20,1,0,0,0.0,0,0,0,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,0
34,157,2,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,aug,unknown,0
30,111,3,1,1,133.0,0,0,1,1,admin.,married,secondary,no,no,yes,cellular,nov,failure,0
39,640,4,2,1,370.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,other,0
34,3000,3,1,1,221.0,0,0,2,1,technician,married,secondary,no,yes,yes,cellular,feb,failure,0
28,441,2,0,0,0.0,0,0,1,1,technician,single,secondary,no,no,yes,cellular,jul,unknown,0
46,706,1,3,1,386.0,0,0,0,1,self-employed,married,secondary,no,no,no,cellular,may,failure,1
32,75,3,9,1,256.0,0,0,0,1,technician,divorced,tertiary,no,no,no,cellular,may,failure,0
28,221,1,0,0,0.0,0,0,1,1,student,single,tertiary,no,yes,no,cellular,may,unknown,0
50,8649,1,0,0,0.0,0,0,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,0
51,656,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
28,5916,1,5,1,63.0,0,0,0,1,student,single,secondary,no,no,no,cellular,may,failure,0
36,8,7,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,jul,unknown,0
50,-315,1,0,0,0.0,1,0,1,1,technician,married,primary,no,no,yes,cellular,jul,unknown,0
45,415,3,0,0,0.0,0,0,1,1,technician,divorced,secondary,no,yes,no,cellular,feb,unknown,0
40,-9,2,0,0,0.0,1,0,1,0,services,married,primary,no,yes,no,unknown,may,unknown,1
65,2303,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,sep,unknown,0
53,2639,4,0,0,0.0,0,0,0,1,self-employed,married,primary,no,no,no,cellular,aug,unknown,0
63,180,2,5,1,182.0,0,1,0,1,blue-collar,married,secondary,no,no,no,cellular,jul,success,1
44,-264,1,0,0,0.0,1,0,1,1,self-employed,married,secondary,no,yes,no,cellular,jan,unknown,0
51,606,9,0,0,0.0,0,0,1,0,entrepreneur,married,unknown,no,yes,no,unknown,may,unknown,1
31,160,1,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
53,673,1,0,0,0.0,0,0,1,1,technician,married,tertiary,no,yes,no,cellular,jul,unknown,0
26,598,2,1,1,272.0,0,0,1,1,services,single,secondary,no,yes,no,cellular,feb,other,0
25,64,11,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,jul,unknown,0
35,351,2,0,0,0.0,0,0,1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,0
32,933,4,1,1,307.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,may,failure,0
44,630,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,0
54,219,5,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
47,2524,1,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,nov,unknown,0
46,-179,1,2,1,214.0,1,0,0,1,services,divorced,secondary,no,no,no,cellular,feb,failure,0
35,243,3,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0
59,4399,8,0,0,0.0,0,0,1,1,blue-collar,divorced,primary,no,yes,no,telephone,jul,unknown,0
48,1981,3,2,1,238.0,0,1,1,1,technician,married,secondary,no,yes,no,cellular,mar,success,0
37,-251,3,1,1,370.0,1,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0
33,49,6,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
31,-446,1,0,0,0.0,1,0,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0
33,23,4,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
25,1179,1,2,1,83.0,0,0,0,1,self-employed,single,unknown,no,no,no,cellular,aug,failure,0
33,5833,2,0,0,0.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,aug,unknown,0
53,252,4,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1
40,27,2,0,0,0.0,0,0,0,1,admin.,single,tertiary,no,no,no,cellular,aug,unknown,1
28,317,2,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,jul,unknown,0
51,974,4,0,0,0.0,0,0,2,1,services,divorced,secondary,no,yes,yes,cellular,jul,unknown,0
29,957,2,3,1,263.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,jan,failure,0
36,59,1,0,0,0.0,0,0,2,0,management,married,tertiary,no,yes,yes,unknown,jul,unknown,0
34,1,7,1,1,280.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,feb,other,0
32,-19,2,0,0,0.0,1,0,1,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0
55,472,2,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
48,0,2,0,0,0.0,0,0,0,1,management,divorced,tertiary,no,no,no,cellular,jul,unknown,0
27,808,1,1,1,364.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,may,other,0
30,931,7,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
31,-175,15,0,0,0.0,1,0,0,1,technician,divorced,secondary,no,no,no,telephone,aug,unknown,0
32,428,2,0,0,0.0,0,0,1,1,self-employed,married,tertiary,no,no,yes,cellular,feb,unknown,0
39,947,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
30,5,5,0,0,0.0,0,0,1,1,services,married,secondary,no,no,yes,cellular,jul,unknown,1
37,869,8,0,0,0.0,0,0,0,1,admin.,single,tertiary,no,no,no,cellular,jul,unknown,0
33,2362,4,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,aug,unknown,0
38,1272,6,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
40,-166,1,0,0,0.0,1,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
32,2004,1,1,1,75.0,0,0,0,1,admin.,single,tertiary,no,no,no,cellular,feb,failure,0
45,3169,1,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,0
47,1725,2,0,0,0.0,0,0,2,1,unemployed,married,tertiary,no,yes,yes,cellular,oct,unknown,0
39,0,4,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0
53,1128,1,0,0,0.0,0,0,0,0,self-employed,married,tertiary,no,no,no,unknown,jun,unknown,0
48,2498,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
33,1909,2,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
45,706,2,0,0,0.0,0,0,2,1,management,married,tertiary,no,yes,yes,cellular,jul,unknown,0
35,1284,5,0,0,0.0,0,0,1,1,blue-collar,single,primary,no,yes,no,telephone,may,unknown,0
28,19,4,0,0,0.0,0,0,0,1,admin.,single,secondary,no,no,no,cellular,jul,unknown,0
52,409,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0
33,-403,1,0,0,0.0,1,0,1,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0
54,306,1,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,feb,unknown,0
43,4016,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,aug,unknown,0
47,683,12,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,0
22,374,5,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,may,unknown,0
37,984,1,0,0,0.0,0,0,0,0,self-employed,single,tertiary,no,no,no,unknown,jun,unknown,0
33,123,2,0,0,0.0,0,0,0,1,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,0
31,177,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,may,unknown,0
46,147,2,3,1,169.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0
36,63,8,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0
46,3163,3,0,0,0.0,0,0,0,1,admin.,divorced,secondary,no,no,no,cellular,nov,unknown,0
35,5251,15,0,0,0.0,0,0,1,0,technician,single,tertiary,no,yes,no,unknown,jun,unknown,0
27,345,1,4,1,289.0,0,0,2,1,entrepreneur,married,unknown,no,yes,yes,cellular,may,failure,0
34,112,2,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,aug,unknown,0
28,902,2,0,0,0.0,0,0,1,1,blue-collar,married,tertiary,no,yes,no,telephone,jul,unknown,0
26,2002,1,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jan,unknown,1
36,146,3,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
44,1136,2,7,1,249.0,0,0,2,1,entrepreneur,single,tertiary,no,yes,yes,cellular,apr,other,0
39,494,1,5,1,183.0,0,1,0,1,management,married,tertiary,no,no,no,cellular,sep,success,1
58,580,3,3,1,5.0,0,0,1,1,admin.,married,secondary,no,no,yes,telephone,feb,other,0
37,0,2,0,0,0.0,0,0,2,1,management,single,secondary,no,yes,yes,cellular,apr,unknown,0
51,1612,1,5,1,182.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,mar,failure,0
33,154,2,2,1,78.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,jun,failure,0
37,981,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
31,1463,2,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
69,0,2,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,cellular,aug,unknown,1
51,580,2,0,0,0.0,0,0,0,1,retired,married,tertiary,no,no,no,cellular,nov,unknown,1
40,10786,3,0,0,0.0,0,0,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0
33,175,2,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
28,-97,4,0,0,0.0,1,0,0,1,technician,single,secondary,no,no,no,cellular,jul,unknown,0
32,0,2,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
41,0,3,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
44,4333,6,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
28,183,2,0,0,0.0,0,0,2,0,technician,single,tertiary,no,yes,yes,unknown,may,unknown,0
25,2140,1,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,oct,unknown,0
36,62,1,7,1,182.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,nov,failure,1
43,3157,2,17,1,330.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,apr,other,0
27,90,3,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,feb,unknown,0
30,78,1,0,0,0.0,0,0,1,1,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,0
51,540,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0
41,389,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0
55,16786,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,nov,unknown,0
25,1259,1,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,mar,unknown,0
35,23876,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
46,-171,1,0,0,0.0,1,0,1,0,technician,married,primary,no,yes,no,unknown,may,unknown,0
36,287,5,0,0,0.0,0,0,2,1,management,married,tertiary,no,yes,yes,cellular,jul,unknown,0
38,1465,2,0,0,0.0,0,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
28,-469,3,0,0,0.0,1,0,1,1,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,0
33,10,5,0,0,0.0,0,0,2,1,technician,divorced,secondary,yes,yes,yes,cellular,nov,unknown,0
28,100,2,0,0,0.0,0,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0
48,6489,1,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
55,1181,1,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,nov,unknown,0
37,1653,2,10,1,349.0,0,0,2,1,technician,married,primary,no,yes,yes,cellular,may,failure,0
47,288,1,1,1,181.0,0,1,0,1,management,married,tertiary,no,no,no,cellular,mar,success,1
47,689,2,0,0,0.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,aug,unknown,0
35,485,5,0,0,0.0,0,0,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0
34,510,7,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,aug,unknown,0
50,0,3,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0
33,170,1,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,jul,unknown,1
59,101,1,2,1,686.0,0,0,1,0,management,married,tertiary,no,no,yes,unknown,jun,failure,0
30,2317,5,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
37,215,3,0,0,0.0,0,0,2,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0
82,276,1,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,telephone,aug,unknown,1
26,277,2,0,0,0.0,0,0,0,0,blue-collar,single,secondary,no,no,no,unknown,may,unknown,0
60,151,4,0,0,0.0,0,0,0,1,management,divorced,secondary,no,no,no,cellular,aug,unknown,0
49,3767,13,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
31,3052,2,2,1,177.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,nov,failure,0
46,404,7,2,1,347.0,0,0,1,1,entrepreneur,married,secondary,no,yes,no,telephone,may,failure,0
30,0,1,0,0,0.0,0,0,1,1,student,single,secondary,no,yes,no,cellular,nov,unknown,0
55,602,2,6,1,150.0,0,1,0,1,admin.,married,secondary,no,no,no,cellular,feb,success,1
60,7440,3,0,0,0.0,0,0,1,0,retired,single,tertiary,no,yes,no,unknown,may,unknown,0
32,1954,1,0,0,0.0,0,0,2,1,management,single,tertiary,no,yes,yes,cellular,sep,unknown,0
37,1609,19,0,0,0.0,0,0,1,0,technician,single,tertiary,no,no,yes,unknown,jun,unknown,0
71,1729,2,0,0,0.0,0,0,0,1,retired,divorced,primary,no,no,no,cellular,nov,unknown,1
37,1169,4,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,feb,unknown,0
42,5717,2,0,0,0.0,0,0,0,1,unemployed,single,primary,no,no,no,cellular,jan,unknown,0
24,1055,1,0,0,0.0,0,0,0,1,admin.,single,secondary,no,no,no,cellular,jul,unknown,0
49,-165,4,0,0,0.0,1,0,1,1,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,0
28,3717,2,0,0,0.0,0,0,0,1,student,single,tertiary,no,no,no,telephone,oct,unknown,0
26,0,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
28,376,4,0,0,0.0,0,0,1,1,services,married,secondary,no,no,yes,telephone,jul,unknown,0
36,7343,1,0,0,0.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,nov,unknown,0
29,162,3,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0
42,12223,1,0,0,0.0,0,0,1,1,services,married,tertiary,no,yes,no,cellular,nov,unknown,0
43,0,1,0,0,0.0,0,0,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,0
49,177,1,0,0,0.0,0,0,2,1,technician,married,secondary,no,yes,yes,cellular,jul,unknown,0
56,41,1,0,0,0.0,0,0,0,0,management,divorced,tertiary,no,no,no,unknown,jun,unknown,0
28,3412,4,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0
59,44134,1,0,0,0.0,0,0,0,1,unemployed,divorced,secondary,no,no,no,cellular,feb,unknown,0
24,431,11,5,1,185.0,0,1,0,1,student,single,secondary,no,no,no,cellular,aug,success,1
35,1830,2,0,0,0.0,0,0,0,1,blue-collar,single,tertiary,no,no,no,cellular,oct,unknown,0
39,276,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,1
52,2,3,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
39,0,2,1,1,307.0,0,0,1,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,other,0
49,-341,2,0,0,0.0,1,0,1,1,self-employed,single,tertiary,no,no,yes,cellular,nov,unknown,0
31,395,3,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,jul,unknown,0
52,-133,2,0,0,0.0,1,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
59,1100,10,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,aug,unknown,0
42,488,1,1,1,325.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,apr,other,0
61,175,1,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,telephone,dec,unknown,0
40,998,7,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
49,0,8,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,telephone,jul,unknown,0
43,775,1,0,0,0.0,0,0,0,1,unemployed,married,secondary,no,no,no,cellular,apr,unknown,0
44,-43,6,0,0,0.0,1,0,1,1,unemployed,married,primary,yes,yes,no,cellular,feb,unknown,0
44,2237,2,0,0,0.0,0,0,1,0,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,0
32,1010,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
50,0,1,0,0,0.0,0,0,0,1,housemaid,divorced,secondary,no,no,no,cellular,nov,unknown,0
35,0,3,2,1,363.0,0,0,2,1,technician,married,tertiary,no,yes,yes,cellular,apr,failure,0
32,1097,2,0,0,0.0,0,0,1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,0
35,86,4,0,0,0.0,0,0,1,0,technician,married,unknown,no,yes,no,unknown,may,unknown,0
52,1579,2,0,0,0.0,0,0,1,1,services,married,secondary,no,no,yes,cellular,aug,unknown,0
43,56831,1,0,0,0.0,0,0,0,0,admin.,single,secondary,no,no,no,unknown,may,unknown,0
33,386,1,4,1,92.0,0,0,0,1,services,married,secondary,no,no,no,cellular,nov,failure,1
34,176,4,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
55,468,2,0,0,0.0,0,0,1,1,self-employed,married,primary,no,yes,no,cellular,may,unknown,0
47,823,3,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0
47,0,1,0,0,0.0,0,0,0,0,retired,divorced,secondary,no,no,no,unknown,jun,unknown,0
46,580,1,0,0,0.0,0,0,1,0,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,0
37,780,5,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0
43,-36,1,1,1,104.0,1,0,1,1,technician,divorced,secondary,no,yes,no,cellular,nov,failure,0
